PILOTEXPENSE,AIRCRAFT_FUEL,OTHER_EXPENSES,TOTAL_DIRECT_LESS_RENT,MAINTENANCE,DEPAND_RENTAL,TOTAL_DIRECT,FLIGHT_ATTENDANTS,TRAFFIC,DEPARTURE,CAPACITY,TOTAL_INDIRECT,TOTAL_OP_EXPENSE,TOTAL_AIR_HOURS,AIR_DAYS_ASSIGN,AIR_FUELS_ISSUED,AIRCRAFT_CONFIG,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
1540.12,1749.18,289.47,3578.76,-64.76,1344.33,4858.33,,,,,,,0.61,0.12,708.37,2,6,622,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06070,D,1,1,2023,2
1541.37,3091.43,323.80,4956.59,2611.88,5856.93,13425.41,,,,,,,,,,1,7,715,20143,KP,Kiwi International,KP,Kiwi International,06220,D,2,2,1998,2
1543.01,12534.08,1186.82,15263.91,2117.94,1040.04,18421.89,,,,,,,10.41,1.34,6146.98,1,6,631,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,1,1,2006,4
1544.63,1836.59,292.40,3673.61,1068.51,1627.11,6369.24,,,,,,,0.35,0.28,921.53,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2024,3
1545.49,5143.09,451.78,7140.37,2659.06,4495.58,14295.00,,,,,,,4.60,0.48,4228.68,1,6,614,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,06795,D,1,1,2003,1
1545.75,6493.26,915.68,8954.69,3228.15,5344.20,17527.04,,,,,,,5.37,0.56,4933.28,1,6,694,20423,U5,USA 3000 Airlines,U5,USA 3000 Airlines,16921,I,1,1,2004,3
1546.91,,1383.76,2930.66,4248.55,2019.98,9199.19,,,,,,,,,,2,8,860,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,1995,2
1547.41,,212.99,1760.40,1897.24,2830.97,6488.61,,,,,,,2.41,0.69,4009.43,2,7,715,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,06165,D,1,1,2005,1
1550.16,9073.27,-10413.89,209.54,1824.03,415.45,2449.02,,,,,,,2.97,1.16,4390.38,2,7,715,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06688,D,1,1,2005,4
1550.25,2139.70,1011.46,4701.41,3996.35,4299.79,12997.55,,,,,,,,,,1,4,483,20170,XJ,Mesaba Airlines,XJ,Mesaba Airlines,06692,D,1,1,1997,4
1552.12,0.00,535.02,2087.13,1752.32,570.77,4410.22,,,,,,,0.70,0.12,585.81,2,6,619,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2020,2
1552.24,2365.86,297.36,4215.46,1292.34,0.00,5507.80,,,,,,,0.75,0.07,1358.04,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01159,D,1,1,2017,1
1555.33,2250.02,205.57,4010.92,5531.94,1113.56,10656.42,,,,,,,1.74,0.28,1615.91,2,6,622,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,16070,I,1,1,2020,3
1556.99,5795.08,1209.29,8561.36,5464.54,2650.38,16676.28,,,,,,,,,,1,6,620,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,1,1,1995,4
1558.13,2035.24,308.25,3901.63,901.01,0.00,4802.64,,,,,,,0.79,0.39,597.64,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,1,1,2018,3
1561.17,6685.81,343.30,8590.28,2761.99,1286.36,12638.63,,,,,,,4.71,0.74,4411.33,1,6,655,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,1,1,2004,4
1562.30,6194.58,307.79,8064.66,3243.66,394.63,11702.95,,,,,,,1.83,0.27,7531.32,2,8,817,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,1,1,2003,1
1562.99,,45.30,1608.28,1241.79,3394.43,6244.51,,,,,,,1.85,0.69,3170.98,2,7,715,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,06165,D,1,1,2009,3
1565.71,2760.35,289.47,4615.53,209.10,1344.34,6168.96,,,,,,,0.49,0.08,1110.17,2,6,622,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06070,D,1,1,2023,1
1569.97,1662.50,336.73,3569.21,3864.50,2295.27,9728.98,,,,,,,,,,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,4,1,1998,4
1574.69,2713.69,0.00,4288.38,1218.56,16.80,5523.74,,,,,,,0.35,0.05,542.74,1,6,612,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2022,4
1574.72,0.00,1297.69,2872.41,2067.42,756.01,5695.84,,,,,,,2.48,0.31,6936.03,2,7,740,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,1,1,2014,1
1577.03,6229.99,705.42,8512.44,8011.73,3772.48,20296.65,,,,,,,,,,1,6,619,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1996,4
1577.70,,303.69,1881.39,1248.16,123.00,3252.55,,,,,,,0.84,0.73,734.31,2,6,635,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2018,2
1578.79,1075.86,-190.07,2464.59,242.81,2225.40,4932.79,,,,,,,1.92,0.29,863.16,1,6,631,20265,F8,Freedom Airlines d/b/a HP Expr,F8,Freedom Airlines d/b/a HP Expr,06977,D,1,1,2002,4
1579.73,,402.64,1982.37,1381.98,2578.37,5942.72,,,,,,,,,,2,7,715,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06165,D,1,1,2002,1
1582.57,5340.78,6751.97,13675.32,4538.84,3221.87,21436.03,,,,,,,,,,1,7,715,20204,MG,Champion Air,MG,Champion Air,06729,D,1,1,2000,4
1583.72,2819.96,3693.13,8096.80,2919.47,1888.73,12905.00,,,,,,,3.63,0.84,3593.29,1,6,617,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,1,1,2017,3
1586.61,3737.32,549.24,5873.17,4374.07,243.89,10491.12,,,,,,,,,,2,6,681,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06911 (1),S,4,1,1996,4
1588.41,0.00,0.00,1588.41,0.00,0.00,1588.41,,,,,,,1.40,0.09,688.23,1,6,671,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,1,1,2022,3
1594.57,,57.77,1652.34,1971.59,3787.88,7411.81,,,,,,,2.21,0.89,3586.51,2,7,715,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,06165,D,1,1,2008,4
1596.14,3395.00,2450.94,7442.09,4984.50,2269.72,14696.31,,,,,,,,,,1,6,640,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1,1,1997,2
1599.85,6151.61,956.63,8708.09,3319.54,5486.10,17513.74,,,,,,,5.83,0.55,5441.93,1,6,694,20423,U5,USA 3000 Airlines,U5,USA 3000 Airlines,16921,I,1,1,2004,2
1604.69,2163.29,418.08,4186.06,1689.71,79.68,5955.45,,,,,,,0.77,0.07,767.28,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01159,D,1,1,2016,3
1605.91,2194.51,1173.13,4973.55,6308.82,392.43,11674.79,,,,,,,,,,2,5,550,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,1,1,1991,2
1606.65,3379.75,57.29,5043.69,658.14,840.34,6542.17,,,,,,,2.97,0.09,2530.01,1,6,614,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,1,1,2007,1
1609.34,2733.75,886.19,5229.27,1141.10,1912.93,8283.30,,,,,,,0.42,0.39,708.40,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2023,3
1611.37,9182.35,1327.54,12121.26,3749.98,1944.99,17816.23,,,,,,,,,,2,8,854,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,1991,2
1617.06,,533.63,2150.69,2146.45,,4297.14,,,,,,,,,,2,8,860,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,1993,4
1619.00,63.00,1096.00,2778.00,2217.00,112.00,5107.00,,,,,,,1.50,0.26,56.37,2,6,690,20284,TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,06896,D,1,1,2004,2
1620.52,,1404.83,3025.34,4693.83,7569.50,15288.67,,,,,,,,,,1,8,835,20170,XJ,Mesaba Airlines,XJ,Mesaba Airlines,06692,D,1,1,1998,4
1623.16,1413.62,185.98,3222.76,2822.15,1379.54,7424.46,,,,,,,,,,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2001,1
1624.37,52.54,446.44,2123.34,4075.81,3084.29,9283.44,,,,,,,,,,2,6,690,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,16884,I,1,1,2002,2
1625.23,575.17,504.16,2704.55,1369.81,436.54,4510.90,,,,,,,0.01,0.10,1515.83,2,6,626,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,1,1,2020,4
1625.45,64.15,2729.14,4418.74,1545.19,377.04,6340.97,,,,,,,1.42,0.25,1926.87,2,6,626,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2023,4
1625.49,5264.29,390.33,7280.11,3370.22,2324.62,12974.94,,,,,,,,,,1,7,715,20143,KP,Kiwi International,KP,Kiwi International,06220,D,1,1,1994,1
1629.87,3623.27,712.62,5965.76,2235.61,2631.13,10832.50,,,,,,,1.99,0.74,1632.22,1,6,678,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2021,3
1632.32,13337.46,2661.84,17631.63,8964.38,5434.28,32030.29,,,,,,,4.03,0.18,6332.07,1,6,625,20502,MY,MAXjet,MY,MAXjet,07050,D,4,1,2006,4
1632.95,49.56,254.10,1936.60,3245.78,2442.55,7624.93,,,,,,,1.56,0.20,6653.72,2,8,817,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,16884,I,1,1,2006,1
1634.66,6839.48,3263.62,11737.76,919.40,7133.49,19790.66,,,,,,,,,,1,6,655,19994,QQ,Reno Air Inc.,QQ,Reno Air Inc.,06775,D,2,2,1993,3
1636.45,7113.75,0.00,8750.20,0.00,0.00,8750.20,,,,,,,3.70,0.26,2062.99,1,6,644,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,1,1,2021,2
1638.81,2862.51,197.22,4698.54,5219.37,1103.95,11021.86,,,,,,,2.32,0.28,1912.92,2,6,622,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,16070,I,1,1,2020,4
1638.95,2361.33,803.85,4804.13,4225.80,2300.59,11330.52,,,,,,,4.29,0.18,855.87,1,4,483,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",ZQ,Caribbean Sun Airlines,06077,S,4,1,2005,2
1642.24,4334.15,2038.86,8015.25,2502.11,3606.06,14123.43,,,,,,,2.55,0.60,1215.60,1,6,629,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,1,1,2019,2
1644.36,5847.91,185.52,7677.78,2533.61,739.76,10951.15,,,,,,,1.79,0.27,7330.62,2,8,816,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,1,1,2003,2
1644.63,1055.06,4.20,2703.88,814.48,846.27,4364.62,,,,,,,1.80,0.53,346.40,1,4,441,20401,3M,Silver Airways,3M,Silver Airways,06888,D,1,1,2021,4
1645.79,,355.24,2001.03,1445.55,2749.94,6196.53,,,,,,,2.66,0.77,4238.06,2,7,715,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06165,D,1,1,2002,4
1645.83,92.10,4903.11,6641.05,2602.82,3134.90,12378.78,,,,,,,4.69,1.66,7255.28,2,7,715,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2003,4
1646.00,37.00,1525.00,3208.00,3070.00,136.00,6414.00,,,,,,,1.60,0.15,31.81,2,6,690,20284,TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,06896,D,1,1,2003,4
1649.48,5317.97,179.69,7147.13,1721.60,689.78,9558.51,,,,,,,0.65,0.09,1116.54,1,6,626,20344,RD,Ryan International Airlines,RD,Ryan International Airlines,16790,I,1,1,2008,2
1654.22,415.65,2260.78,4330.65,3943.06,1990.00,10263.71,,,,,,,4.00,0.92,5612.46,1,6,655,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2010,4
1656.00,3333.00,7186.00,12175.00,3802.00,4148.00,20125.00,,,,,,,3.30,0.46,3496.58,1,6,640,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,1,1,2003,2
1656.49,1546.64,2189.11,5392.24,1567.83,652.04,7612.11,,,,,,,,,,1,8,809,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1993,4
1658.04,3098.02,0.00,4756.06,0.00,0.00,4756.06,,,,,,,2.66,0.26,867.44,1,6,609,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,1,1,2021,2
1659.12,4747.88,594.18,7001.18,6966.24,4605.81,18573.22,,,,,,,,,,1,6,620,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1999,2
1659.33,3611.93,2736.48,8007.74,4214.01,2162.49,14384.25,,,,,,,,,,1,6,640,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1,1,1997,3
1663.31,2925.51,902.22,5491.04,2039.25,3728.68,11258.98,,,,,,,0.37,0.55,728.05,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2022,4
1663.93,1248.37,374.74,3287.04,3148.00,2921.45,9356.49,,,,,,,1.53,0.46,452.03,1,4,442,20287,WP,Island Air Hawaii,WP,Island Air Hawaii,06957,D,1,1,2014,4
1664.00,4616.00,,6280.00,4877.00,817.00,11974.00,,,,,,,,,,1,6,694,20297,JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,06693,D,2,2,1995,4
1668.18,54.58,47.45,1770.20,1155.53,1516.12,4441.85,,,,,,,1.04,0.46,993.84,2,6,617,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2019,3
1669.46,,37.21,1706.67,1825.65,3222.10,6754.42,,,,,,,2.55,0.71,4153.00,2,7,715,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,06165,D,1,1,2008,2
1670.00,2702.00,2816.00,7188.00,5948.00,6443.00,19579.00,,,,,,,3.23,0.39,12253.01,2,8,817,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,06841,D,1,1,2002,4
1670.26,3426.48,659.57,5756.30,348.23,4099.05,10203.58,,,,,,,4.11,1.98,1517.28,2,4,430,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2011,2
1674.23,4991.38,2474.27,9139.87,5089.71,4257.41,18486.99,,,,,,,,,,1,6,694,20050,WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,16947,L,1,1,1994,3
1675.85,1821.33,541.09,4038.27,907.83,0.00,4946.10,,,,,,,0.76,0.39,583.20,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,1,1,2018,2
1676.34,,90.30,1766.63,1862.19,2898.48,6527.30,,,,,,,2.44,0.76,3997.96,2,7,715,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,06165,D,1,1,2007,4
1677.93,3848.98,896.14,6423.05,5888.18,397.93,12709.16,,,,,,,,,,2,6,635,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06911 (1),S,4,1,1996,4
1678.96,4291.93,83.90,6054.80,2511.57,275.91,8842.27,,,,,,,1.31,1.10,1981.88,2,7,715,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2011,4
1679.55,,223.09,1902.64,1656.43,3886.75,7445.83,,,,,,,,,,2,7,715,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06165,D,1,1,2001,4
1683.64,143.41,14932.18,16759.23,4593.10,1284.96,22637.28,,,,,,,2.50,0.38,7421.47,1,7,732,20377,X9,Omni Air International LLC,X9,Omni Air Express,16736,I,1,1,2003,1
1690.38,1331.25,49.49,3071.12,1380.03,784.24,5235.40,,,,,,,2.34,0.41,321.28,1,4,442,20401,3M,Silver Airways,3M,Silver Airways,06888,D,1,1,2022,3
1691.62,299.28,2.96,1993.85,3764.53,3332.78,9091.17,,,,,,,1.98,0.24,8493.38,2,8,817,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,16884,I,1,1,2006,4
1693.13,0.00,446.70,2139.83,5114.40,3409.40,10663.64,,,,,,,2.34,0.32,8388.73,2,8,819,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,1,1,2014,4
1699.72,425.51,310.52,2435.75,1379.97,1394.30,5210.02,,,,,,,2.15,0.46,4915.10,2,6,690,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,1,1,2005,4
1699.89,163.73,132.32,1995.94,1380.11,1664.25,5040.30,,,,,,,1.88,0.39,4265.88,2,6,690,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,1,1,2006,1
1700.15,1538.58,249.11,3487.84,2965.21,1347.47,7800.51,,,,,,,,,,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2001,2
1703.62,3674.14,633.44,6011.20,838.95,2949.97,9800.12,,,,,,,,,,1,7,715,20129,1I,Sky Trek International Airlines,1I,Sky Trek International Airlines,06802,D,1,1,1998,2
1704.74,11.88,32.82,1749.43,971.72,0.00,2721.15,,,,,,,1.51,0.25,4045.61,2,7,740,21629,KD,Western Global,KD,Western Global,11042,I,1,1,2015,2
1705.58,86.75,4061.27,5853.59,1934.36,55.05,7843.01,,,,,,,1.23,0.18,509.28,2,6,625,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2018,2
1706.30,4385.18,2647.64,8739.12,1253.57,2639.24,12631.92,,,,,,,0.96,0.06,1722.18,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2021,2
1707.56,64.06,78.50,1850.12,1080.13,1788.45,4718.70,,,,,,,0.94,0.45,871.79,2,6,617,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2020,2
1708.46,2884.50,549.54,5142.51,2357.37,1182.04,8681.92,,,,,,,1.29,0.37,1175.20,2,6,619,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,1,1,2018,2
1709.80,4828.37,1514.65,8052.82,4693.24,2039.11,14785.18,,,,,,,,,,1,7,715,20420,RL,UltrAir,RL,UltrAir,06037,S,1,1,1994,2
1712.78,89.52,,1802.30,3539.24,1370.57,6712.10,,,,,,,5.60,1.83,8165.38,2,7,715,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2004,2
1713.21,4147.17,890.87,6751.25,5723.90,883.35,13358.50,,,,,,,10.51,0.18,1433.03,1,4,483,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",ZQ,Caribbean Sun Airlines,06077,S,4,1,2006,4
1715.45,3647.18,1860.30,7222.92,2293.68,2273.59,11790.20,,,,,,,2.65,0.72,1003.92,1,6,629,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,1,1,2018,3
1715.54,25.60,0.00,1741.13,0.00,0.00,1741.13,,,,,,,1.71,0.09,878.99,1,6,671,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,1,1,2022,4
1716.57,3567.74,299.99,5584.30,2260.78,3148.02,10993.09,,,,,,,,,,1,7,715,20143,KP,Kiwi International,KP,Kiwi International,06220,D,2,2,1998,1
1717.45,6043.52,1078.34,8839.31,3580.31,5368.53,17788.14,,,,,,,,,,1,6,655,20019,5J (1),Private Jet Expeditions,5J,Private Jet Expeditions,16762,I,2,2,1994,1
1724.00,104.00,713.00,2541.00,2622.00,99.00,5262.00,,,,,,,1.34,0.25,2883.81,2,6,690,20284,TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,16896,I,1,1,2005,4
1724.53,2223.21,983.52,4931.26,1852.83,5354.80,12138.90,,,,,,,,,,2,7,710,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1998,1
1724.59,8322.42,-11452.47,-1405.46,1913.29,499.15,1006.98,,,,,,,3.17,1.35,4794.62,2,7,715,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06688,D,1,1,2005,3
1725.44,138.50,1696.67,3560.61,3706.80,3694.59,10962.00,,,,,,,,,,2,7,715,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1999,2
1727.00,4950.00,3013.00,9690.00,4441.00,8696.00,22827.00,,,,,,,,,,1,6,603,20297,JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,06693,D,2,2,1995,2
1727.54,1868.83,78.49,3674.86,1471.77,1347.23,6493.87,,,,,,,2.73,0.40,313.36,1,4,441,20401,3M,Silver Airways,3M,Silver Airways,06888,D,1,1,2022,2
1727.92,6966.86,282.78,8977.55,3214.64,16067.76,28259.95,,,,,,,3.14,1.07,2849.49,1,6,694,21171,VX,Virgin America,VX,Virgin America,01006,D,1,1,2007,3
1728.56,1068.42,71.39,2868.37,3270.60,1766.76,7905.73,,,,,,,,,,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,1999,4
1729.82,4096.74,3730.47,9557.03,27.30,12844.70,22429.03,,,,,,,,,,2,8,848,20191,FNQ,Fine Airlines Inc.,FNQ,Fine Airlines Inc.,06450,S,4,1,1994,4
1733.16,5741.28,,7474.45,1936.36,1015.14,10425.94,,,,,,,,,,1,7,715,19951,BE,Braniff International Airlines Inc.,BE,Braniff International Airlines Inc.,06120,D,1,1,1992,1
1736.07,426.63,1970.80,4133.50,2028.36,3027.08,9188.93,,,,,,,5.68,1.11,5101.60,1,6,655,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2013,2
1736.72,3175.40,2556.81,7468.92,6326.80,2370.46,16166.19,,,,,,,,,,2,6,681,20371,RLQ,Reliant Airlines,RLQ,Reliant Airlines,06773,S,4,1,1999,4
1739.75,,40.31,1780.06,1353.55,3795.34,6928.95,,,,,,,1.82,0.70,3065.23,2,7,715,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,06165,D,1,1,2009,4
1741.15,9095.70,642.49,11479.35,1731.63,6104.20,19315.17,,,,,,,3.22,0.36,3554.61,1,6,622,20454,E0,"EOS Airlines, Inc.",E0,"EOS Airlines, Inc.",16211,A,1,1,2007,4
1741.67,3508.77,774.75,6025.19,1952.90,2411.03,10389.12,,,,,,,0.58,0.55,982.56,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2023,2
1745.62,11458.82,452.64,13657.09,3536.13,2598.73,19791.94,,,,,,,1.69,0.55,2510.79,2,7,715,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06070,D,4,1,2007,4
1746.07,4319.63,303.27,6368.97,4123.16,1370.11,11862.24,,,,,,,1.41,0.27,1497.82,2,6,622,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06070,D,1,1,2024,2
1750.06,0.00,6233.25,7983.31,943.76,55.96,8983.03,,,,,,,1.20,0.18,0.00,2,6,625,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2018,4
1751.86,1302.07,159.05,3212.99,5354.51,1185.47,9752.96,,,,,,,,,,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2000,2
1753.76,1389.11,210.46,3353.33,3890.32,1660.62,8904.26,,,,,,,,,,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2000,4
1759.44,,33.66,1793.09,1977.91,2596.84,6367.84,,,,,,,2.45,0.70,3971.74,2,7,715,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,06165,D,1,1,2006,4
1759.82,6279.88,1643.07,9682.76,5659.77,7997.48,23340.02,,,,,,,,,,1,6,619,20002,KN,Morris Air Corporation,KN,Morris Air Corporation,06695,D,2,2,1993,2
1761.32,4284.32,2249.92,8295.57,2395.68,3109.71,13800.96,,,,,,,2.45,0.66,1191.40,1,6,628,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,1,1,2019,4
1763.32,4275.64,-1974.36,4064.60,2223.47,246.71,6534.78,,,,,,,3.20,0.63,2261.82,2,6,619,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06688,D,1,1,2007,1
1765.23,232.03,232.31,2229.56,5523.86,3046.09,10799.51,,,,,,,2.34,0.32,8865.65,2,8,817,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,16884,I,1,1,2008,1
1769.06,,417.34,2186.40,1812.64,123.00,4122.04,,,,,,,0.79,0.73,701.94,2,6,635,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2018,4
1777.90,1564.13,330.95,3672.98,3202.49,5095.43,11970.90,,,,,,,,,,1,4,441,20398,MQ,Envoy Air,MQ,Simmons Airlines,06820,D,2,2,1993,1
1779.32,3496.03,5753.79,11029.14,3559.91,251.00,14840.06,,,,,,,,,,1,6,620,20164,ZA,Accessair Holdings,ZA,Accessair Holdings,06000,D,1,1,1999,4
1779.44,5433.47,1890.53,9103.44,4207.10,7332.67,20643.20,,,,,,,,,,1,6,617,20347,P9,Pro Air Inc.,P9,Pro Air Inc.,06769,D,4,1,1999,4
1779.87,1445.11,74.73,3299.71,1185.18,1354.59,5839.48,,,,,,,2.60,0.36,409.98,1,4,441,20401,3M,Silver Airways,3M,Silver Airways,06888,D,1,1,2022,4
1781.00,8039.00,648.00,10468.00,1954.00,1637.00,14059.00,,,,,,,4.75,0.83,5252.11,1,6,655,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,1,1,2005,1
1784.00,105.00,683.00,2572.00,2842.00,96.00,5510.00,,,,,,,1.32,0.18,3157.48,2,6,690,20284,TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,16896,I,1,1,2006,1
