CASH,NOTES_ACC_REC_NET,CURR_ASSETS_OTH,CURR_ASSETS,PROP_EQUIP_OWNED,DEPR_PROP_EQUIP,PROP_EQUIP_CAP_LS,AMORT_PR_EQ_CAP_LS,PROP_EQUIP,ASSETS_OTHER,ASSETS,NOTES_ACC_PAYABLE,ACCRUED_TAXES,CURR_LIAB_OTHER,CURR_LIABILITIES,LONG_TERM_DEBT,OTH_LIABILITIES,DEFERRED_CREDITS,PF_EQUITY,PF_SHARES_NUM,COM_EQUITY,COM_SHARES_NUM,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK,SH_HLD_EQUITY_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
1229.25,138.40,109.36,1477.01,511.27,340.78,,,170.49,1367.24,3014.73,205.24,,436.02,641.26,46.43,,,,,,,1422.19,904.86,2327.05,,2327.05,3014.73,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06044,D,4,1,2007,2
1240.49,1514.67,1828.50,4583.67,359.12,299.52,,,59.60,,4643.27,505.04,0.00,256.31,761.34,250.76,,,,,2000.00,,1731.32,-100.16,3631.16,,3631.16,4643.27,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2017,4
1241.53,1351.84,2301.65,4895.01,364.37,268.31,,,96.05,,4991.07,530.40,0.00,364.58,894.98,354.93,,,,,2000.00,,1731.32,9.83,3741.16,,3741.16,4991.07,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2019,4
1243.00,3788.00,990.00,6021.00,29972.00,5596.00,,,24376.00,43360.00,73757.00,3179.00,239.00,3783.00,7201.00,45122.00,,,,,,,27550.00,-6116.00,21434.00,,21434.00,73757.00,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1990,2
1244.48,202.36,874.38,2321.22,461.15,109.57,,,351.58,3483.59,6156.39,3099.93,51.49,1782.44,4933.85,2886.05,,,,,1.06,,523.94,-2188.51,-1663.51,,-1663.51,6156.39,20050,WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,06945,S,1,1,1993,2
1250.57,2584.29,270.45,4105.31,207.85,85.91,0.00,0.00,121.94,106.07,4333.32,944.48,86.16,2251.48,3282.11,0.00,0.00,0.00,0.00,,0.00,,1100.00,-48.79,1051.21,0.00,1051.21,4333.32,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2018,2
1252.96,495.36,52.09,1800.40,12120.01,509.76,,,11610.25,223.38,13634.03,953.18,,4818.06,5771.24,9149.39,,,,,0.10,-0.10,713.14,-1999.84,-1286.60,,-1286.60,13634.03,20399,PLQ,Planet Airways,PLQ,Planet Airways,06777,S,4,1,2000,4
1257.93,699.92,66.85,2024.70,15973.22,6456.54,,,9516.68,958.00,12499.38,184.73,331.68,1139.67,1656.08,3675.49,2003.21,,,,12.50,,,5152.10,5164.60,,5164.60,12499.38,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2003,2
1262.60,3312.48,62.25,4637.32,18859.18,12138.38,,,6720.80,173.31,11531.44,4819.94,59.12,17.75,4896.80,4759.74,1997.62,,,,1000.00,,,-1122.73,-122.73,,-122.73,11531.44,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2009,2
1265.15,2949.71,31.99,4246.85,,,,,,40.40,4287.25,1606.50,,1248.91,2855.41,,,,,,,,140.00,1291.84,1431.84,,1431.84,4287.25,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2006,4
1273.04,2561.51,6974.43,10808.97,8907.30,2916.99,0.00,0.00,5990.32,229.84,17029.12,6037.66,657.60,8378.16,15073.41,0.00,1000.00,0.00,2131.96,,2240.99,,0.00,-3417.24,955.71,0.00,955.71,17029.12,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2017,4
1277.00,4756.09,3987.28,10020.36,60258.41,49184.47,,,11073.94,6557.41,27651.71,5974.76,-129.35,4267.18,10112.60,2446.00,,,,,45.00,-45.00,,15048.12,15093.12,,15093.12,27651.71,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,4,1,2000,2
1296.27,6651.04,1242.82,9190.14,7960.73,2206.70,0.00,0.00,5754.02,94.40,15038.56,10527.20,27.39,278.07,10832.66,0.00,0.00,1299.61,0.00,,1.00,,100.00,2805.29,2906.29,0.00,2906.29,15038.56,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2011,4
1300.38,3018.28,687.80,5006.45,1630.20,207.90,,,1422.30,2537.21,8965.97,1347.37,49.72,286.36,1683.44,3602.86,2098.86,,,,,,1186.92,393.89,1580.81,,1580.81,8965.97,19952,KW,Carnival Air Lines Inc.,KW,Pacific Interstate Airlines,06748,D,1,1,1990,2
1325.45,1163.83,4537.03,7026.30,3556.19,782.61,,,2773.58,2894.53,12694.41,2907.84,418.85,5496.15,8822.84,,30784.57,,,,,,,-26913.00,-26913.00,,-26913.00,12694.41,20335,E9 (1),Boston-Maine Airways,E9,Boston-Maine Airways,06951,D,4,1,2005,2
1326.23,431.66,733.68,2491.57,576.94,247.18,601.52,258.65,672.62,4246.87,7411.06,3475.83,86.35,2466.01,6028.19,2563.67,,,,,0.50,,465.00,-1646.30,-1180.80,,-1180.80,7411.06,20050,WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,06945,S,1,1,1993,4
1329.74,80.41,,1410.15,,,,,,,1410.15,510.93,0.02,50.00,560.95,,,,,,0.10,,992.45,-143.35,849.20,,849.20,1410.15,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2006,2
1349.12,3219.91,803.01,5372.04,8149.96,1663.20,,,6486.75,717.86,12576.65,4069.53,20.42,,4089.95,7219.59,145.92,,,,1000.00,,-574.55,695.74,1121.19,,1121.19,12576.65,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2003,2
1357.79,1188.84,543.43,3090.06,16168.02,9531.28,,,6636.74,768.82,10495.63,489.38,179.12,712.63,1381.13,,2597.14,,,,12.50,,,6504.86,6517.36,,6517.36,10495.63,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2005,2
1358.02,532.59,654.58,2545.19,9921.57,9701.32,,,220.24,,2765.44,1754.27,137.15,,1891.43,,,288.57,,,0.66,-0.07,,584.78,585.44,,585.44,2765.44,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1993,2
1358.35,107.89,917.90,2384.14,13913.18,2886.74,,,11026.44,52.78,13463.37,5165.32,199.96,1436.01,6801.29,10540.81,241.00,,,,0.10,,4500.00,-8619.83,-4119.73,,-4119.73,13463.37,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,2000,4
1359.99,238.43,633.72,2232.13,682.19,75.00,,,607.19,,2839.33,312.99,,1391.80,1704.79,1212.33,,,3.88,-3.88,3.71,-3.71,5315.92,-5401.29,-77.79,,-77.79,2839.33,20412,N5 (1),Nations Air Express Inc.,N5,Nations Air Express Inc.,06733,D,1,1,1995,2
1363.78,1761.87,9.57,3135.23,196877.81,5027.64,,,191850.18,25859.50,220844.90,15899.58,,4758.25,20657.83,236079.55,,,,,1.00,,9349.32,-45242.79,-35892.47,,-35892.47,220844.90,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,1,1,2011,2
1365.49,189.67,455.60,2010.76,5697.47,76.72,,,5620.75,2607.70,10239.21,2725.32,65.26,1386.97,4177.55,6311.36,933.04,,,,0.10,-7.00,4500.00,-5682.83,-1182.73,,-1182.73,10239.21,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,1998,4
1367.39,2552.80,,3920.20,36.69,5.65,,,31.04,21.19,3972.43,598.49,38.93,739.53,1376.95,125.73,565.21,,,,5.00,,3.52,1896.01,1904.54,,1904.54,3972.43,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1994,4
1376.31,324.92,206.23,1907.46,16003.48,7206.54,,,8796.94,958.00,11662.40,326.97,-71.45,1074.40,1329.92,2021.67,2417.87,,,,12.50,,,5880.43,5892.93,,5892.93,11662.40,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2003,4
1378.13,-1980.29,1138.35,536.19,1096.44,40.99,679.52,,1734.98,2536.92,4808.09,615.57,-1443.00,1851.90,1024.47,,,,,,0.22,-0.22,5546.59,-1763.19,3783.62,,3783.62,4808.09,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,1,1,1994,4
1390.28,736.22,2193.49,4319.99,900.17,132.83,,,767.34,1470.94,6558.27,2591.78,1559.74,5432.81,9584.34,3333.21,,,,,,,,-6359.28,-6359.28,,-6359.28,6558.27,20099,6F (1),Laker Airways Inc.,6F,Laker Airways Inc.,06696,S,1,1,1996,4
1396.95,481.26,376.89,2255.10,138.63,44.71,,,93.92,123.93,2472.94,1744.40,,1403.83,3148.22,470.00,65.38,,,,0.01,,1499.99,-2710.67,-1210.67,,-1210.67,2472.94,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1995,4
1399.56,3468.35,4377.04,9244.95,60127.20,49037.18,,,11090.02,6685.81,27020.77,6020.84,-92.46,4167.19,10095.57,,,2432.00,,,45.00,-45.00,,14448.20,14493.20,,14493.20,27020.77,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,4,1,1999,4
1416.48,81.15,,1497.63,,,,,,,1497.63,458.00,,50.00,508.00,,,,,,0.10,,992.45,-2.91,989.63,,989.63,1497.63,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2005,2
1417.53,8.78,3.81,1430.12,16948.73,9175.22,,,7773.51,,9203.63,1217.52,-7.77,1075.78,2285.52,3204.71,,655.00,,,12.50,,,3045.89,3058.39,,3058.39,9203.63,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1998,4
1417.94,8911.48,2.71,10332.13,801.14,54.97,55.01,44.78,756.41,1907.52,12996.06,3909.15,18.27,7278.51,11205.94,2979.69,,,,,0.01,-1.00,599.99,-1789.57,-1189.57,,-1189.57,12996.06,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06746,S,4,1,1997,2
1420.70,1590.19,1470.40,4481.28,364.37,286.22,,,78.15,,4559.43,837.81,0.00,90.43,928.24,292.75,,,,,2000.00,,1731.32,-392.88,3338.44,,3338.44,4559.43,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2020,2
1449.69,1305.64,11721.96,14477.29,80618.53,17109.65,,,63508.88,3307.96,81294.13,21829.05,,2730.71,24559.76,40437.40,544.98,4343.62,,,6.20,,2261.80,9140.37,11408.37,,11408.37,81294.13,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1990,2
1454.98,2098.52,1816.66,5370.15,2223.61,331.83,,,1891.78,3797.34,11059.28,13834.96,,2268.97,16103.92,,,,,,1.00,,299.35,-5344.99,-5044.64,,-5044.64,11059.28,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2009,4
1455.91,348.76,688.95,2493.62,12563.92,1746.33,,,10817.59,244.92,13556.13,2090.07,85.71,812.34,2988.12,11027.56,,638.15,,,0.10,,4500.00,-5597.80,-1097.70,,-1097.70,13556.13,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,1999,4
1457.84,3706.59,964.50,6128.92,8174.24,1982.64,,,6191.60,694.98,13015.50,4178.93,18.93,395.15,4593.02,6864.78,456.11,,,,1000.00,,,101.59,1101.59,,1101.59,13015.50,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2003,4
1479.00,,512.75,1991.75,4205.86,2595.37,,,1610.49,,3602.24,,,4524.04,4524.04,,,,,,1.00,-1.00,,-922.81,-922.81,,-921.81,3602.24,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2018,4
1516.00,725.00,,2241.00,564.00,32.00,,,532.00,1799.00,4572.00,3884.00,,135.00,4019.00,,,,,,785.00,,,-232.00,553.00,,553.00,4572.00,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1994,4
1522.16,1029.47,12.95,2564.57,128.94,44.80,0.00,0.00,84.14,0.00,2648.71,614.69,-0.27,15.94,630.36,1400.00,0.00,0.00,0.00,,171.91,,0.00,446.44,618.35,0.00,618.35,2648.71,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2017,4
1529.94,1139.68,176.97,2846.59,,,,,,40.00,2886.59,1177.94,9.26,554.60,1741.79,,,,,,,,140.00,1004.80,1144.80,,1144.80,2886.59,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2008,4
1532.53,1537.13,293.62,3363.27,9227.28,1319.57,,,7907.71,39.97,11310.95,2130.29,6.98,,2137.27,7990.12,808.32,,,,,,186.67,188.58,375.24,,375.24,11310.95,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1993,4
1532.75,0.00,936.68,2469.42,2770.87,0.00,0.00,0.00,2770.87,5475.00,10715.29,1081.05,32.59,1973.85,3087.49,0.00,25082.00,0.00,1.00,,0.00,,0.00,-18435.93,980.74,0.00,-17455.19,10715.29,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2011,2
1554.90,187.24,110.02,1852.16,12169.91,8720.40,,,3449.51,143.75,5445.42,968.12,,248.33,1216.45,297.10,1051.00,,,,12.50,,,2868.37,2880.87,,2880.87,5445.42,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1993,4
1567.50,,576.06,2143.56,4106.91,3031.80,,,1075.10,,3218.66,,,4432.79,4432.79,,,,,,1.00,-1.00,,-1214.13,-1214.13,,-1214.13,3218.66,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2017,4
1583.44,276.69,242.94,2103.06,11887.43,9279.29,,,2608.14,,4711.20,765.28,343.31,92.93,1201.52,,,896.00,,,12.50,,,2601.19,2613.69,,2613.69,4711.20,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1995,4
1589.75,3063.55,55.15,4708.44,,,,,,40.00,4748.44,1882.35,,1035.64,2917.99,,,,,,,,140.00,1690.45,1830.45,,1830.45,4748.44,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2006,2
1590.11,947.51,887.24,3424.86,260.35,231.89,,,28.45,,3453.32,360.29,0.00,154.86,515.15,21.85,,,,,2000.00,,1731.32,-815.01,2916.32,,2916.32,3453.32,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2014,4
1600.47,5608.56,0.00,7209.03,375.08,169.79,0.00,0.00,205.29,0.00,7414.33,754.18,0.00,154.97,909.15,4929.58,0.00,0.00,0.00,,171.91,,0.00,1403.68,1575.59,0.00,1575.59,7414.33,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2024,2
1603.25,,796.23,2399.48,7023.04,4273.87,,,2749.17,,5148.65,,,5544.07,5544.07,,,,,,1.00,-1.00,,-396.42,-396.42,,-395.42,5148.65,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2015,4
1606.18,2193.21,140.15,3939.54,10647.97,10584.33,,,63.63,,4003.17,3035.05,0.10,278.07,3313.22,,,170.68,,,0.66,-0.07,,518.62,519.28,,519.28,4003.17,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1994,2
1617.22,15164.69,10442.96,27224.86,194632.42,2099.18,,,192533.24,8303.64,228061.74,3498.89,,4488.76,7987.65,231711.02,,,,,1.00,,9349.32,-20987.25,-11636.93,,-11636.93,228061.74,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2010,4
1618.44,389.91,56.82,2065.17,11344.95,11105.15,,,239.80,2638.24,4943.21,3477.41,0.51,724.00,4201.92,,,,,,0.66,,,740.62,741.28,,741.28,4943.21,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1995,2
1640.71,5347.05,933.63,7921.39,36533.76,477.25,109.38,0.00,36165.89,14784.78,58872.05,3511.75,0.37,47102.49,50614.61,30019.03,1304.67,0.00,0.00,,13979.30,,0.00,-37045.55,-23066.26,0.00,-23066.26,58872.05,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,4,1,2021,2
1674.71,213.34,189.32,2077.37,15907.04,5868.36,,,10038.68,705.00,12821.05,509.18,402.49,863.84,1775.51,4859.81,1198.48,,,,12.50,,,4974.76,4987.26,,4987.26,12821.05,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2002,4
1683.00,5116.00,1445.00,8244.00,16821.00,466.00,,,16355.00,8341.00,32940.00,2929.00,110.00,2649.00,5688.00,,21804.00,,1700.00,,7753.00,,,-4005.00,5448.00,,5448.00,32940.00,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,2001,4
1692.32,718.25,1062.62,3473.18,235.79,203.97,,,31.82,,3505.01,311.64,0.00,10.42,322.06,272.86,,,,,2000.00,,1731.32,-821.24,2910.08,,2910.08,3505.01,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2012,4
1700.40,3090.41,0.00,4790.81,273.54,133.72,0.00,0.00,139.82,0.00,4930.63,41.13,0.00,-4.98,36.15,3929.58,0.00,0.00,0.00,,171.91,,0.00,792.99,964.90,0.00,964.90,4930.63,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2023,2
1700.77,233.42,184.04,2118.23,380.70,84.51,,,296.19,1628.63,4043.05,500.59,,68.08,568.68,,,,,,0.49,,6138.24,-2664.35,3474.38,,3474.38,4043.05,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1997,2
1703.16,489.91,18.94,2212.00,13.98,7.27,,,6.71,,2218.71,1414.06,35.67,50.94,1500.67,,392.00,58.20,,,1.00,,,266.84,267.84,,267.84,2218.71,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2004,4
1709.61,4340.03,140.70,6190.33,45.50,11.86,150.00,37.50,146.14,,6336.47,5373.78,117.38,73.04,5564.20,,,29.20,,,1.00,,,742.08,743.08,,743.08,6336.47,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2005,4
1710.51,,219.34,1929.85,5191.42,3493.72,,,1697.70,,3627.55,,,6385.75,6385.75,,,,,,1.00,-1.00,,-2757.20,-2757.20,,-2758.20,3627.55,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2014,2
1731.55,862.01,552.91,3146.47,10054.99,7352.52,,,2702.47,2078.72,7927.65,2596.80,205.18,,2801.97,446.35,,1152.00,,,12.50,,,3514.83,3527.33,,3527.33,7927.65,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1992,4
1745.76,11857.64,902.45,14505.84,16112.54,10154.94,0.00,0.00,5957.60,9972.43,30435.87,5417.19,0.00,1271.75,6688.93,4296.00,0.00,0.00,0.00,,18.36,,0.00,19432.58,19450.94,0.00,19450.94,30435.87,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2016,2
1761.85,2065.82,95.22,3922.89,,,,,,40.00,3962.89,966.08,,1473.58,2439.66,,,,,,,,140.00,1383.24,1523.24,,1523.24,3962.89,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2008,2
1776.21,606.59,233.44,2616.23,15895.44,8721.49,,,7173.96,,9790.19,853.71,490.75,821.54,2166.00,4303.51,,,,,12.50,,,3308.18,3320.68,,3320.68,9790.19,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1998,2
1778.38,802.38,634.77,3215.53,963.83,330.16,,,633.68,834.92,4684.13,2417.42,119.72,,2537.14,983.95,,,,,299.60,,,863.45,1163.05,,1163.05,4684.13,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1993,2
1786.92,1913.94,1167.24,4868.11,21523.67,4613.49,,,16910.19,3059.54,24837.83,1555.17,156.12,3349.81,5061.10,18500.00,,,,,0.60,,1349.04,-72.91,1276.73,,1276.73,24837.83,19952,KW,Carnival Air Lines Inc.,KW,Pacific Interstate Airlines,06748,D,1,1,1990,4
1791.71,1890.48,211.04,3893.23,19081.34,15458.72,,,3622.92,80.00,7596.15,564.37,418.36,1138.70,2121.42,,331.73,,,,12.50,,,5130.50,5143.00,,5143.00,7596.15,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2015,2
1801.76,113.16,,1914.93,,,,,,,1914.93,979.89,,,979.89,,,,,,0.10,,992.45,-57.51,935.03,,935.03,1914.93,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2005,4
1802.72,579.21,121.00,2502.93,9424.13,9337.91,,,86.22,,2589.15,1074.53,570.74,,1645.26,,,439.14,,,0.66,,,504.09,504.75,,504.75,2589.15,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1992,4
1838.18,1274.07,677.91,3790.17,2106.97,567.89,,,1539.08,0.75,5330.00,3685.26,44.00,2999.45,6728.71,1350.28,,,,,2.00,,12347.74,-15098.73,-2748.99,,-2748.99,5330.00,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2002,2
1839.48,11038.88,367.43,13245.78,332.27,279.69,,,52.58,4419.05,17717.41,6255.30,1440.58,1969.05,9664.94,8798.73,502.31,,,,,,-57.29,-1191.29,-1248.58,,-1248.58,17717.41,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2009,2
1840.43,150.96,154.94,2146.32,405.76,314.17,,,91.59,50.09,2288.01,143.43,,143.32,286.75,157.12,,,,,0.40,,965.12,878.63,1844.15,,1844.15,2288.01,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06044,D,4,1,2006,4
1855.98,251.76,282.03,2389.77,360.68,121.64,,,239.04,120.51,2749.32,875.19,89.12,183.44,1147.75,1306.84,,,,,299.60,,,-4.87,294.73,,294.73,2749.32,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1991,4
1859.98,2246.62,22.52,4129.12,251.42,111.60,0.00,0.00,139.82,0.00,4268.94,43.02,0.56,269.50,313.07,3239.93,0.00,0.00,0.00,,171.91,,0.00,544.03,715.93,0.00,715.93,4268.94,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2021,4
1865.72,912.90,1582.06,4360.68,285.35,274.75,,,10.61,,4371.29,384.68,0.00,171.04,555.72,264.72,,,,,2000.00,,1731.32,-180.48,3550.85,,3550.85,4371.29,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2016,4
1872.00,,960.01,2832.01,5191.42,4131.56,,,1059.87,,3891.88,,,5819.58,5819.58,,,,,,1.00,-1.00,,-1928.70,-1928.70,,-1927.70,3891.88,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2014,4
1882.57,3853.32,150.95,5886.84,180.10,29.99,,,150.11,169.64,6206.59,330.34,8.13,213.21,551.67,,2335.62,,,,75.00,,,3244.30,3319.30,,3319.30,6206.59,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06911 (1),S,4,1,1995,4
1884.96,2368.69,1119.07,5372.72,12206.12,935.24,,,11270.89,917.16,17560.77,4543.81,1647.95,2079.89,8271.64,8790.91,,191.10,,,0.50,,187.27,119.35,307.12,,307.12,17560.77,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1999,2
1894.06,,877.36,2771.41,3959.33,3019.42,,,939.91,,3711.32,,,5757.40,5757.40,,,,,,1.00,-1.00,,-2047.08,-2047.08,,-2046.08,3711.32,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2013,4
1896.47,483.57,151.92,2531.96,10988.87,10853.54,,,135.32,1748.80,4416.09,3486.40,0.10,375.65,3862.15,,,,,,0.66,-0.07,,553.28,553.94,,553.94,4416.09,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1994,4
1898.62,5449.69,1323.93,8672.24,999.15,485.71,,,513.44,322.84,9508.52,6035.82,,1083.08,7118.90,,,220.50,,,9504.15,,26824.38,-34159.41,2169.12,,2169.12,9508.52,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,4,1,2003,4
1903.65,466.11,132.29,2502.06,,,,,,40.00,2542.06,707.05,,512.44,1219.50,,,,,,,,140.00,1182.56,1322.56,,1322.56,2542.06,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2009,2
1910.00,,686.04,2596.04,7038.76,4739.22,,,2299.55,,4895.59,,,5316.76,5316.76,,,,,,1.00,-1.00,,-422.17,-422.17,,-421.17,4895.59,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2016,4
1911.86,7852.59,765.65,10530.10,7970.06,1739.25,0.00,0.00,6230.82,74.60,16835.52,12888.65,15.48,305.29,13209.42,0.00,0.00,1089.11,0.00,,1.00,,100.00,2435.99,2536.99,0.00,2536.99,16835.52,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2010,4
1940.20,362.63,141.33,2444.16,1806.62,116.45,,,1690.17,1705.43,5839.76,844.67,,26.60,871.27,818.15,,,,,0.49,,6138.24,-1988.38,4150.34,,4150.34,5839.76,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1997,4
1944.73,1395.54,15.54,3355.80,167.68,49.56,0.00,0.00,118.12,0.00,3473.93,330.78,0.56,52.81,384.15,2379.48,0.00,0.00,0.00,,171.91,,0.00,538.39,710.30,0.00,710.30,3473.93,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2018,4
1967.44,1785.87,998.62,4751.92,18451.33,15436.45,,,3014.89,589.00,8355.81,621.91,642.88,2393.55,3658.34,,1169.09,,,,12.50,,,3515.88,3528.38,,3528.38,8355.81,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2014,4
