NET_INCOME,OP_PROFIT,OP_REVENUE_SCH_PAX,OP_REVENUE_SCH_OTH,OP_REVENUE_NON_SCH,OP_REVENUE_PUB_SVC,OP_REVENUE_OTHER,OP_REVENUE,OP_EXPENSE_FLYING,OP_EXPENSE_MAINT,OP_EXPENSE_ADMIN,DEPR_PR_EQ_OWNED,DEPR_PR_EQ_LEASED,TRANS_EXPENSE,OP_EXPENSE,NON_OP_INT_EXP,NON_OP_EXP_OTH,TAX,EXTRA_ITEMS,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
1943.67,2095.59,,,11333.87,,,11333.87,3393.07,3759.78,1381.25,537.21,166.97,,9238.28,-123.10,-28.82,,,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2006,4
1959.27,1959.27,,9054.42,,,2827.82,11882.24,4385.16,3223.15,2314.67,,,,9922.97,,,,,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1994,2
1959.83,1959.83,,,4618.87,,,4618.87,2017.63,77.80,558.81,4.79,,,2659.04,,,,,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1994,4
2001.02,-146.25,,,,,1671.33,1671.33,,,1817.59,,,,1817.59,,20.51,,2126.77,19065,AJ,Air Micronesia Inc.,AJ,Air Micronesia Inc.,10025,P,1,1,1991,2
2002.92,1933.73,,,8396.37,,,8396.37,4020.78,285.42,1160.41,,996.02,,6462.64,,69.19,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2007,2
2019.80,2019.80,34412.76,0.00,0.00,0.00,0.00,34412.76,12611.52,5309.11,8467.23,0.00,0.00,6005.11,32392.97,0.00,0.00,0.00,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2015,2
2021.33,2603.75,2194.32,0.00,27755.98,0.00,-20.40,29929.90,16490.78,5025.82,4888.89,920.67,0.00,0.00,27326.15,-347.67,-234.75,0.00,0.00,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2015,4
2023.18,2539.04,4296.91,368.24,20252.82,0.00,0.00,24917.97,16609.24,3505.94,1504.47,553.37,205.91,0.00,22378.93,-155.86,-360.00,0.00,,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2017,2
2048.85,1970.09,,,17204.24,,,17204.24,7826.60,2275.91,5088.13,43.50,,,15234.15,,78.76,,,20402,GL,Miami Air International,MMQ,Miami Air International,06691,S,4,1,1993,2
2128.24,2599.76,,,11948.83,0.00,0.00,11948.83,7983.31,943.76,366.03,55.96,0.00,0.00,9349.06,-44.21,-427.31,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2018,4
2137.06,2068.13,,,7783.26,,,7783.26,5134.12,,581.00,,,,5715.13,,68.93,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2007,4
2242.02,3451.58,,,8676.54,,,8676.54,3536.19,955.94,712.38,20.44,,,5224.95,2.57,-0.68,1211.45,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2015,4
2304.39,2384.96,,,12721.03,,24.70,12745.73,3990.55,3923.84,1835.76,597.74,,12.87,10360.77,-499.34,418.77,,,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1997,4
2324.34,0.83,,,3935.13,,140.76,4075.89,3218.10,142.31,691.26,23.39,,,4075.06,,-351.31,,2674.83,20074,REQ,Renown Aviation,REQ,Renown Aviation,06771,S,1,1,1996,4
2342.19,2818.58,2470.81,294.01,16891.01,0.00,0.00,19655.83,12393.23,2353.07,1538.42,552.53,0.00,0.00,16837.25,-177.28,-299.11,0.00,,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2016,2
2351.70,2229.23,,,7254.18,,,7254.18,4460.51,,519.46,,,44.98,5024.95,,122.47,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2006,4
2379.23,2255.39,,,13148.35,,109.74,13258.09,5792.68,1758.61,2975.10,453.81,,22.50,11002.70,-123.42,247.26,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1995,2
2427.04,2427.04,,,15378.63,,14314.72,29693.35,5476.61,8054.33,1165.80,6.57,,12563.00,27266.31,,,,,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1995,2
2444.26,2468.16,,,9272.41,,0.00,9272.41,1627.42,1982.73,769.17,21.50,2403.43,,6804.25,-23.91,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2023,2
2452.67,2460.54,,,8482.33,,,8482.33,3380.88,325.11,2191.68,124.13,,,6021.80,-29.57,21.71,,,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1995,4
2466.92,2466.92,,,5844.67,,,5844.67,2972.77,,373.83,,,31.15,3377.75,,,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2004,4
2486.97,2447.40,,,10750.94,,,10750.94,2329.28,740.13,5195.95,38.19,,,8303.55,-0.04,39.61,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06911 (1),S,4,1,1995,4
2515.83,2049.69,,,6228.71,,,6228.71,1288.24,1639.77,349.24,901.77,,,4179.02,-175.34,641.49,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1994,4
2530.03,2552.21,,,,23485.67,,23485.67,3740.72,34.90,3856.02,,13301.81,,20933.45,-22.18,,,,20191,FNQ,Fine Airlines Inc.,FNQ,Fine Airlines Inc.,06450,S,4,1,1994,2
2533.35,3835.53,,16868.74,11969.78,,1509.74,30348.26,13366.05,8363.71,3437.07,,,1345.90,26512.73,-1.24,4.11,1305.06,,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06687,S,1,1,1994,2
2535.07,2830.54,,,16921.86,,,16921.86,6213.32,3943.06,1944.92,,1990.00,0.00,14091.31,-295.47,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2010,4
2612.76,4031.54,,,29927.79,,,29927.79,12648.58,8329.56,2518.29,2399.82,,,25896.25,-1542.15,123.37,,,20371,RLQ,Reliant Airlines,RLQ,Reliant Airlines,06773,S,4,1,1999,4
2673.54,2685.24,,,15212.20,,,15212.20,7006.87,2920.43,2277.85,321.80,0.02,,12526.97,0.00,-11.69,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2011,4
2696.04,2694.72,,,9583.07,,,9583.07,3678.15,289.50,677.95,,2242.76,,6888.36,,1.32,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2005,4
2793.04,2791.04,,,6816.59,,,6816.59,3565.17,,449.07,,,11.31,4025.55,,2.00,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,06041,S,4,1,2009,4
2840.47,3373.34,,,13403.86,,,13403.86,2931.02,5001.44,1926.19,171.86,,,10030.52,-472.05,-207.92,-147.10,,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,4,1,1999,4
3007.01,3482.08,,,10916.53,,3.01,10919.54,4511.26,1430.60,626.29,869.32,,,7437.46,-510.29,35.22,,,20399,PLQ,Planet Airways,PLQ,Planet Airways,06777,S,4,1,2001,2
3048.00,521.00,,,29905.00,,,29905.00,12843.00,13185.00,1839.00,1072.00,,445.00,29384.00,-128.00,2655.00,,,,,,TCQ,,,S,,,2001,4
3078.41,3024.68,,,8164.22,,,8164.22,1527.73,2010.81,668.04,932.97,,,5139.54,-90.12,143.84,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1995,4
3156.48,3609.11,,,17090.74,,537.46,17628.20,4488.59,3665.74,2381.36,,3483.41,0.00,14019.09,-452.63,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2013,4
3160.42,3195.20,,,10085.67,,,10085.67,3779.11,1366.72,1509.01,235.64,,,6890.47,,-34.78,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2010,2
3161.07,3131.21,,,6678.16,,,6678.16,3045.76,,487.36,,,13.83,3546.95,,29.86,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2008,4
3171.56,3464.48,,,11659.43,,564.51,12223.94,4740.54,1838.60,2103.18,77.14,,,8759.46,-292.92,,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2004,2
3343.73,3125.87,,8374.44,19541.24,,,27915.68,16861.63,6435.08,1475.75,17.34,,,24789.81,,217.85,,,19874,8C,Air Transport International,8C,Air Transport International,06028,S,2,2,1991,2
3360.58,3325.73,,,7218.73,,,7218.73,3496.21,,348.24,,,48.55,3893.00,,34.86,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2005,2
3510.15,-1007.81,,,3567.97,,311.80,3879.77,1828.27,763.04,926.74,1369.52,,,4887.58,,4517.96,,,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1992,4
3513.32,3375.17,,,10521.57,,,10521.57,6592.12,,553.99,,,0.29,7146.40,,138.15,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2008,2
3547.72,3553.95,,,11463.20,,,11463.20,4107.75,987.28,1539.22,,1275.01,,7909.25,,-6.23,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2009,4
3571.10,3773.98,,,21951.55,,156.04,22107.59,12473.47,2440.47,2364.10,,948.97,106.60,18333.61,-202.89,,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2005,2
3652.82,3313.88,,,17738.82,,,17738.82,6872.82,6204.69,1331.74,15.69,,,14424.94,-84.05,423.00,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1998,4
3749.09,2907.28,523.20,0.00,15546.00,0.00,1476.18,17545.38,9882.67,1339.69,3400.19,15.55,0.00,0.00,14638.10,-115.61,957.43,0.00,0.00,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2012,2
3761.21,3790.65,,,10539.77,,0.00,10539.77,2508.22,1374.49,568.84,22.92,2274.66,,6749.12,-28.38,-1.06,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2022,4
4076.04,3876.48,,5550.00,1285.45,,246.59,7082.03,1023.39,822.67,899.32,155.10,305.08,,3205.55,-73.35,272.91,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,4,1,2000,4
4406.32,4646.44,,,22514.02,,422.53,22936.55,11345.98,2976.87,3599.42,,367.83,,18290.11,-240.13,,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2004,4
4446.00,4446.00,,,30104.00,,,30104.00,20090.00,2810.00,2655.00,103.00,,,25658.00,,,,,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1995,2
4791.03,7191.26,0.00,0.00,35205.43,0.00,0.00,35205.43,20997.75,2324.53,4455.69,236.20,0.00,0.00,28014.17,-19.43,79.61,2460.42,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2011,2
4902.79,5150.33,,,17844.90,,222.62,18067.51,4133.50,2028.36,2184.40,,3027.08,1766.47,12917.18,-247.54,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2013,2
4992.47,7785.23,,,20450.06,,7334.92,27784.98,9138.09,3213.63,1955.33,193.21,,5499.49,19999.76,,202.72,2995.48,,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06687,S,1,1,1994,4
4993.79,4868.09,,,11407.49,,,11407.49,5605.85,,875.30,,,58.25,6539.40,,125.70,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2006,2
5147.14,-15300.53,2911.16,47.17,1991.62,0.00,0.00,4949.95,6923.04,2885.74,10023.83,0.00,417.87,0.00,20250.48,0.00,20447.67,0.00,0.00,20366,EV,ExpressJet Airlines LLC d/b/a aha!,EV,ExpressJet Airlines LLC d/b/a aha!,06085,D,4,1,2022,2
5325.17,5222.64,,7527.02,20057.07,,,27584.09,15479.73,5567.24,1268.94,20.54,,25.00,22361.45,,102.54,,,19874,8C,Air Transport International,8C,Air Transport International,06028,S,2,2,1990,4
5481.85,5403.65,,,11682.78,,,11682.78,5734.68,,451.12,,,93.33,6279.13,,78.20,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2005,4
5522.56,5461.74,,,18464.66,,93.05,18557.71,3159.49,1248.46,8489.01,46.85,,152.17,13095.97,-4.37,65.20,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06911 (1),S,4,1,1996,2
6110.01,6142.62,,,16302.08,,,16302.08,5159.25,2506.62,2245.43,248.17,,,10159.46,,-32.62,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2010,4
6203.24,9410.33,,10920.07,58838.83,,,69758.90,31085.38,18653.18,9760.86,849.16,,,60348.58,-9.11,-3197.99,,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06086,S,2,2,1994,4
6376.90,6400.00,,,17262.56,,,17262.56,6492.46,1949.58,2124.13,296.40,,,10862.56,-25.53,2.43,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2011,2
6564.23,6530.54,0.00,0.00,47246.04,0.00,0.00,47246.04,23131.58,13588.32,1143.16,3.40,0.00,2849.05,40715.51,-19.72,53.41,0.00,0.00,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,16884,I,4,1,2011,2
6686.12,3198.95,,,11311.12,,0.00,11311.12,1907.85,1415.74,1328.30,40.79,3419.48,,8112.16,-22.22,3509.39,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2024,2
6872.45,7080.41,,,25964.53,,214.32,26178.85,13743.59,1807.10,2446.74,976.73,,124.29,19098.44,-207.96,,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2005,4
7205.03,12049.77,46708.71,967.85,485.19,,145.18,48306.93,11655.40,4365.71,19274.58,961.48,,,36257.16,-740.68,241.89,4345.95,,20243,J7,Valujet Airlines Inc.,J7,Valujet Airlines Inc.,06917 (1),D,2,2,1994,2
13527.93,22497.34,82842.63,2200.17,239.81,,311.77,85594.38,20842.62,10468.90,29007.24,2593.95,,184.33,63097.04,-1647.88,1181.07,8502.61,,20243,J7,Valujet Airlines Inc.,J7,Valujet Airlines Inc.,06917 (1),D,2,2,1994,4
14697.32,14697.32,,23718.87,,,,23718.87,7315.04,1783.40,-76.90,,,,9021.54,,,,,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2005,4
15591.26,15384.28,,,70008.27,,85.30,70093.57,28742.68,6473.49,13610.22,1150.38,4732.52,,54709.29,-0.07,207.05,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,4,1,2002,4
196472.51,251027.51,,,,,257603.00,257603.00,689.38,793.54,3515.46,,1577.12,,6575.49,-7679.00,-43706.00,2947.00,-223.00,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,2000,4
